mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
opel,astra,gen-j-2009-2015,2010,112000,1598,Gasoline,Czerwionka-Leszczyny,Śląskie,25950
opel,astra,gen-j-2009-2015,2010,199980,1248,Diesel,Włocławek,Kujawsko-pomorskie,21500
opel,astra,gen-j-2009-2015,2011,212000,1956,Diesel,Nowy Dwór Gdański,Pomorskie,27900
opel,astra,gen-j-2009-2015,2016,142677,1598,Diesel,Łódź,Łódzkie,35000
opel,astra,gen-j-2009-2015,2013,186200,1686,Diesel,Swarzędz,Wielkopolskie,29900
opel,astra,gen-j-2009-2015,2015,156254,1598,Diesel,Kraków,Małopolskie,28500
opel,astra,gen-j-2009-2015,2015,137373,1364,Gasoline,Piaseczno,Mazowieckie,36000
opel,astra,gen-j-2009-2015,2012,235700,1686,Diesel,Częstochowa,Śląskie,18900
opel,astra,gen-j-2009-2015,2011,130000,1364,Gasoline,Szymocin,Dolnośląskie,26500
opel,astra,gen-j-2009-2015,2010,110949,1598,Gasoline,Toruń,Kujawsko-pomorskie,26500
opel,astra,gen-j-2009-2015,2014,50756,1598,Gasoline,Kraków,Małopolskie,37000
opel,astra,gen-j-2009-2015,2011,153000,1364,Gasoline,Łask,Łódzkie,31900
opel,astra,gen-j-2009-2015,2013,166000,1956,Diesel,Piotrków Kujawski,Kujawsko-pomorskie,35500
opel,astra,gen-j-2009-2015,2013,186000,1956,Diesel,Złotoryja,Dolnośląskie,30900
opel,astra,gen-j-2009-2015,2011,153542,1364,Gasoline,Rychtal,Wielkopolskie,25900
opel,astra,gen-j-2009-2015,2013,98105,1598,Gasoline,Kraków,Małopolskie,30000
opel,astra,gen-j-2009-2015,2010,243000,1364,LPG,Kielce,Świętokrzyskie,22900
opel,astra,gen-j-2009-2015,2013,155000,1998,Gasoline,Toruń,Kujawsko-pomorskie,57900
opel,astra,gen-j-2009-2015,2011,240000,1686,Diesel,Gdańsk,Pomorskie,19900
opel,astra,gen-j-2009-2015,2012,126311,1364,Gasoline,Bielany Wrocławskie,Dolnośląskie,33000
opel,astra,gen-j-2009-2015,2012,256125,1686,Diesel,Lipówki,Mazowieckie,25800
opel,astra,gen-j-2009-2015,2014,260000,1598,Diesel,Włocławek,Kujawsko-pomorskie,24900
opel,astra,gen-j-2009-2015,2014,113000,1364,Gasoline,Moszczenica,Łódzkie,36900
opel,astra,gen-j-2009-2015,2011,226644,1956,Diesel,Chojnice,Pomorskie,25990
opel,astra,gen-j-2009-2015,2014,124329,1364,LPG,Lublin,Lubelskie,38000
opel,astra,gen-j-2009-2015,2012,171234,1364,Gasoline,Oleśnica,Dolnośląskie,33990
opel,astra,gen-j-2009-2015,2011,166000,1364,Gasoline,Zawiercie,Śląskie,31900
opel,astra,gen-j-2009-2015,2010,140000,1364,Gasoline,Kraków,Małopolskie,24900
opel,astra,gen-j-2009-2015,2013,160000,1686,Diesel,Koło,Wielkopolskie,19900
opel,astra,gen-j-2009-2015,2014,137110,1364,Gasoline,Zabrze,Śląskie,39000
opel,astra,gen-j-2009-2015,2012,138000,1364,Gasoline,Oława,Dolnośląskie,26700
opel,astra,gen-j-2009-2015,2012,202700,1686,Diesel,Szczecinek,Zachodniopomorskie,23800
opel,astra,gen-j-2009-2015,2011,210346,1686,Diesel,Szamotuły,Wielkopolskie,20900
opel,astra,gen-j-2009-2015,2011,240200,1248,Diesel,Czersk,Pomorskie,17999
opel,astra,gen-j-2009-2015,2012,168633,1364,Gasoline,Rybnik,Śląskie,28989
opel,astra,gen-j-2009-2015,2011,121822,1686,Diesel,Piaseczno,Mazowieckie,30000
opel,astra,gen-j-2009-2015,2012,161233,1362,Gasoline,Częstochowa,Śląskie,34900
opel,astra,gen-j-2009-2015,2015,170000,1364,Gasoline,Ostrzeszów,Wielkopolskie,31500
opel,astra,gen-j-2009-2015,2015,156254,1598,Diesel,Piaseczno,Mazowieckie,31500
opel,astra,gen-j-2009-2015,2010,106800,1398,Gasoline,Police,Zachodniopomorskie,25900
opel,astra,gen-j-2009-2015,2010,201275,1686,Diesel,Czyżowice,Śląskie,20500
opel,astra,gen-j-2009-2015,2010,78765,1598,Gasoline,Łódź,Łódzkie,30000
opel,astra,gen-j-2009-2015,2011,189000,1398,Gasoline,Dąbrowa Górnicza,Śląskie,19900
opel,astra,gen-j-2009-2015,2013,180000,1364,Gasoline,Zagórze,Małopolskie,29990
opel,astra,gen-j-2009-2015,2014,244000,1956,Diesel,Ustroń,Śląskie,31999
opel,astra,gen-j-2009-2015,2013,245600,1686,Diesel,Opoczno,Łódzkie,26800
opel,astra,gen-j-2009-2015,2013,143500,1364,Gasoline,Tarnów,Małopolskie,31600
opel,astra,gen-j-2009-2015,2012,25608,1362,Gasoline,Starowa Góra,Łódzkie,46899
opel,astra,gen-j-2009-2015,2011,137000,1598,Gasoline,Jasło,Podkarpackie,33500
opel,astra,gen-j-2009-2015,2011,154300,1364,Gasoline,Tarnów,Małopolskie,27900
opel,astra,gen-j-2009-2015,2018,47688,1400,Gasoline,Swadzim,Wielkopolskie,47900
opel,astra,gen-j-2009-2015,2013,243600,1686,Diesel,Tomaszów Mazowiecki,Łódzkie,23900
opel,astra,gen-j-2009-2015,2013,119077,1364,Gasoline,Łódź,Łódzkie,34000
opel,astra,gen-j-2009-2015,2012,165056,1362,Gasoline,Kraków,Małopolskie,30900
opel,astra,gen-j-2009-2015,2011,141300,1364,Gasoline,Kraków,Małopolskie,24700
opel,astra,gen-j-2009-2015,2011,182000,1364,Gasoline,Blizne,Podkarpackie,26900
opel,astra,gen-j-2009-2015,2016,77917,1364,LPG,Kraków,Małopolskie,50000
opel,astra,gen-j-2009-2015,2013,85133,1364,Gasoline,Pszów,Śląskie,33200
opel,astra,gen-j-2009-2015,2015,100000,1364,Gasoline,Gorzów Wielkopolski,Lubuskie,35000
opel,astra,gen-j-2009-2015,2012,165000,1598,Gasoline,Wyszków,Mazowieckie,25900
opel,astra,gen-j-2009-2015,2015,260000,1956,Diesel,Wrocław,Dolnośląskie,31900
opel,astra,gen-j-2009-2015,2012,200000,1248,Diesel,Starogard Gdański,Pomorskie,16900
opel,astra,gen-j-2009-2015,2010,195000,1598,Gasoline,Radom,Mazowieckie,27900
opel,astra,gen-j-2009-2015,2015,149837,1364,Gasoline,Wodzisław Śląski,Śląskie,38900
opel,astra,gen-j-2009-2015,2015,144564,1598,Diesel,Lębork,Pomorskie,29700
opel,astra,gen-j-2009-2015,2010,162000,1598,Gasoline,Częstochowa,Śląskie,20900
opel,astra,gen-j-2009-2015,2011,121822,1686,Diesel,Bielany Wrocławskie,Dolnośląskie,30000
opel,astra,gen-j-2009-2015,2014,70600,1364,Gasoline,Bydgoszcz,Kujawsko-pomorskie,49000
opel,astra,gen-j-2009-2015,2011,152000,1364,Gasoline,Gliwice,Śląskie,30555
opel,astra,gen-j-2009-2015,2010,102003,1364,Gasoline,Gliwice,Śląskie,27700
opel,astra,gen-j-2009-2015,2011,136000,1598,Gasoline,Jastrzębie-Zdrój,Śląskie,25500
opel,astra,gen-j-2009-2015,2012,229000,1956,Diesel,Olkusz,Małopolskie,28999
opel,astra,gen-j-2009-2015,2015,86964,1598,Gasoline,Bydgoszcz,Kujawsko-pomorskie,39999
opel,astra,gen-j-2009-2015,2010,154000,1686,Diesel,Kłobuck,Śląskie,20900
opel,astra,gen-j-2009-2015,2010,182185,1598,Gasoline,Tychy,Śląskie,22900
opel,astra,gen-j-2009-2015,2014,259000,1956,Diesel,Toruń,Kujawsko-pomorskie,30500
opel,astra,gen-j-2009-2015,2011,151000,1364,Gasoline,Bieruń,Śląskie,32900
opel,astra,gen-j-2009-2015,2010,224000,1956,Diesel,Otmuchów,Opolskie,21900
opel,astra,gen-j-2009-2015,2013,116600,1364,Gasoline,Kraków,Małopolskie,34000
opel,astra,gen-j-2009-2015,2015,194500,1598,Diesel,Warszawa,Mazowieckie,31900
opel,astra,gen-j-2009-2015,2010,157000,1364,Gasoline,Niestachów,Świętokrzyskie,27900
opel,astra,gen-j-2009-2015,2009,131000,1598,Gasoline,Radom,Mazowieckie,29900
opel,astra,gen-j-2009-2015,2014,137658,1686,Diesel,Strojec,Opolskie,33900
opel,astra,gen-j-2009-2015,2012,220000,1364,Gasoline,Jelcz-Laskowice,Dolnośląskie,23900
opel,astra,gen-j-2009-2015,2014,58300,1598,Diesel,Warszawa,Mazowieckie,32000
opel,astra,gen-j-2009-2015,2012,223000,1364,LPG,Zamość,Lubelskie,25900
opel,astra,gen-j-2009-2015,2015,108000,1598,Gasoline,Krosno,Podkarpackie,43900
opel,astra,gen-j-2009-2015,2014,155000,1956,Diesel,Łuków,Lubelskie,32900
opel,astra,gen-j-2009-2015,2012,210500,1248,Diesel,Żywiec,Śląskie,14900
opel,astra,gen-j-2009-2015,2015,194000,1598,Diesel,Morzyczyn,Zachodniopomorskie,30900
opel,astra,gen-j-2009-2015,2012,239000,1598,Gasoline,Lublin,Lubelskie,28900
opel,astra,gen-j-2009-2015,2011,137053,1598,Gasoline,Poznań,Wielkopolskie,21800
opel,astra,gen-j-2009-2015,2018,128234,1399,Gasoline,Piaseczno,Mazowieckie,59300
opel,astra,gen-j-2009-2015,2013,133000,1364,Gasoline,Ryczów,Małopolskie,35900
opel,astra,gen-j-2009-2015,2013,196123,1956,Diesel,Gniezno,Wielkopolskie,33900
opel,astra,gen-j-2009-2015,2012,128000,1364,Gasoline,Wolbrom,Małopolskie,34600
opel,astra,gen-j-2009-2015,2009,114000,1598,LPG,Gniezno,Wielkopolskie,24900
opel,astra,gen-j-2009-2015,2011,194000,1686,Diesel,Gniezno,Wielkopolskie,21900
opel,astra,gen-j-2009-2015,2011,159000,1956,Diesel,Żukowo,Pomorskie,25900
opel,astra,gen-j-2009-2015,2012,118000,1398,Gasoline,Sulechów,Lubuskie,31900
opel,astra,gen-j-2009-2015,2011,265000,1686,Diesel,Bolesławiec,Dolnośląskie,18900
opel,astra,gen-j-2009-2015,2014,162000,1364,Gasoline,Żabno,Małopolskie,29900
opel,astra,gen-j-2009-2015,2012,150000,1398,Gasoline,Warszawa,Mazowieckie,28500
opel,astra,gen-j-2009-2015,2010,212415,1686,Diesel,Piaseczno,Mazowieckie,19899
opel,astra,gen-j-2009-2015,2011,203980,1686,Diesel,Grudziądz,Kujawsko-pomorskie,24600
opel,astra,gen-j-2009-2015,2011,198000,1364,Gasoline,Paniówki,Śląskie,28000
opel,astra,gen-j-2009-2015,2010,105279,1398,Gasoline,Stalowa Wola,Podkarpackie,24990
opel,astra,gen-j-2009-2015,2012,78000,1598,Gasoline,Warszawa,Mazowieckie,32000
opel,astra,gen-j-2009-2015,2010,169000,1598,Gasoline,Czerwionka-Leszczyny,Śląskie,25950
opel,astra,gen-j-2009-2015,2011,169111,1364,Gasoline,Piotrków Trybunalski,Łódzkie,20900
opel,astra,gen-j-2009-2015,2012,217263,1364,Gasoline,Poznań,Wielkopolskie,20900
opel,astra,gen-j-2009-2015,2016,68651,1598,Gasoline,Piaseczno,Mazowieckie,43000
opel,astra,gen-j-2009-2015,2011,178100,1598,Gasoline,Więcbork,Kujawsko-pomorskie,22999
opel,astra,gen-j-2009-2015,2014,83000,1600,LPG,Goczałkowice-Zdrój,Śląskie,35900
opel,astra,gen-j-2009-2015,2011,245600,1686,Diesel,Kraków,Małopolskie,18450
opel,astra,gen-j-2009-2015,2015,190000,1598,Diesel,Brzeg,Opolskie,28900
opel,astra,gen-j-2009-2015,2011,189000,1686,Diesel,Zawiercie,Śląskie,19900
opel,astra,gen-j-2009-2015,2012,190300,1686,Diesel,Słupsk,Pomorskie,21500
opel,astra,gen-j-2009-2015,2014,44000,1598,Gasoline,Piaseczno,Mazowieckie,39000
opel,astra,gen-j-2009-2015,2011,165900,1598,Gasoline,Tarnów,Małopolskie,27900
opel,astra,gen-j-2009-2015,2010,117000,1686,Diesel,Września,Wielkopolskie,20500
opel,astra,gen-j-2009-2015,2013,219000,1686,Diesel,Jarosław,Podkarpackie,25990
opel,astra,gen-j-2009-2015,2011,199999,1364,Gasoline,Gdynia,Pomorskie,25299
opel,astra,gen-j-2009-2015,2014,167000,1686,Diesel,Międzyrzecz,Lubuskie,27900
opel,astra,gen-j-2009-2015,2012,141000,1398,Gasoline,Szamotuły,Wielkopolskie,24900
opel,astra,gen-j-2009-2015,2012,173580,1364,Gasoline,Stalowa Wola,Podkarpackie,36500
opel,astra,gen-j-2009-2015,2011,235000,1686,Diesel,Pisz,Warmińsko-mazurskie,21900
opel,astra,gen-j-2009-2015,2010,229831,1598,Gasoline,Jelenia Góra,Dolnośląskie,22600
opel,astra,gen-j-2009-2015,2014,113800,1364,Gasoline,Tenczynek,Małopolskie,48900
opel,astra,gen-j-2009-2015,2010,170550,1598,Gasoline,Nisko,Podkarpackie,26950
opel,astra,gen-j-2009-2015,2012,187000,1598,Gasoline,Kutno,Łódzkie,25990
opel,astra,gen-j-2009-2015,2010,178490,1598,Gasoline,Bielany Wrocławskie,Dolnośląskie,26000
opel,astra,gen-j-2009-2015,2018,76556,1364,Gasoline,Piaseczno,Mazowieckie,47501
opel,astra,gen-j-2009-2015,2011,199025,1364,Gasoline,Sokołów Podlaski,Mazowieckie,25900
opel,astra,gen-j-2009-2015,2010,223300,1598,Gasoline,Sokołów Podlaski,Mazowieckie,24900
opel,astra,gen-j-2009-2015,2013,186000,1686,Diesel,Nowy Sącz,Małopolskie,28900
opel,astra,gen-j-2009-2015,2012,126311,1364,Gasoline,Zabrze,Śląskie,33000
opel,astra,gen-j-2009-2015,2014,154384,1598,Gasoline,Piaseczno,Mazowieckie,34000
opel,astra,gen-j-2009-2015,2013,134493,1686,Diesel,Piaseczno,Mazowieckie,28000
opel,astra,gen-j-2009-2015,2015,218000,1300,Diesel,Wilkowo,Lubuskie,27999
opel,astra,gen-j-2009-2015,2013,166000,1364,Gasoline,Radom,Mazowieckie,36700
opel,astra,gen-j-2009-2015,2010,240800,1686,Diesel,Boruja Kościelna,Wielkopolskie,14999
opel,astra,gen-j-2009-2015,2010,152000,1598,Gasoline,Radom,Mazowieckie,31900
opel,astra,gen-j-2009-2015,2014,101000,1686,Diesel,Ruda Śląska,Śląskie,32000
opel,astra,gen-j-2009-2015,2011,168000,1364,Gasoline,Wojkowice Kościelne,Śląskie,29900
opel,astra,gen-j-2009-2015,2011,156000,1398,Gasoline,Tomaszów Mazowiecki,Łódzkie,23800
opel,astra,gen-j-2009-2015,2013,190700,1598,Gasoline,Łomża,Podlaskie,26700
opel,astra,gen-j-2009-2015,2012,153400,1398,Gasoline,Czarny Dunajec,Małopolskie,24000
opel,astra,gen-j-2009-2015,2013,116116,1686,Diesel,Kotlin,Wielkopolskie,27500
opel,astra,gen-j-2009-2015,2015,189127,1598,Diesel,Tomaszów Lubelski,Lubelskie,29800
opel,astra,gen-j-2009-2015,2014,150000,1364,LPG,Żary,Lubuskie,28900
opel,astra,gen-j-2009-2015,2012,199000,1686,Diesel,Zabrzeg,Śląskie,34500
opel,astra,gen-j-2009-2015,2016,175000,1598,Diesel,Starachowice,Świętokrzyskie,29900
opel,astra,gen-j-2009-2015,2011,206000,1686,Diesel,Mogilno,Kujawsko-pomorskie,17900
opel,astra,gen-j-2009-2015,2009,161500,1598,Gasoline,Kraków,Małopolskie,31500
opel,astra,gen-j-2009-2015,2013,197000,1598,Gasoline,Włocławek,Kujawsko-pomorskie,27999
opel,astra,gen-j-2009-2015,2010,168750,1364,Gasoline,Gniezno,Wielkopolskie,24950
opel,astra,gen-j-2009-2015,2013,124000,1364,Gasoline,Piła,Wielkopolskie,26900
opel,astra,gen-j-2009-2015,2012,239000,1398,Gasoline,Krzeszowice,Małopolskie,23999
opel,astra,gen-j-2009-2015,2010,140000,1598,Gasoline,Kiedrzyn,Mazowieckie,27900
opel,astra,gen-j-2009-2015,2012,90000,1364,Gasoline,Lwówek Śląski,Dolnośląskie,31900
opel,astra,gen-j-2009-2015,2011,193000,1686,Diesel,Dębno Polskie,Wielkopolskie,22800
opel,astra,gen-j-2009-2015,2013,128900,1364,Gasoline,Wiskitki,Mazowieckie,33900
opel,astra,gen-j-2009-2015,2010,173000,1364,Gasoline,Krośniewice,Łódzkie,27900
opel,astra,gen-j-2009-2015,2010,121000,1364,Gasoline,Międzyrzec Podlaski,Lubelskie,26900
opel,astra,gen-j-2009-2015,2011,190250,1956,Diesel,Limanowa,Małopolskie,19800
opel,astra,gen-j-2009-2015,2015,232000,1364,Gasoline,Tarnów,Małopolskie,28400
opel,astra,gen-j-2009-2015,2012,184000,1364,Gasoline,Daleszyce,Świętokrzyskie,29600
opel,astra,gen-j-2009-2015,2014,199000,1686,Diesel,Kaczory,Wielkopolskie,29500
opel,astra,gen-j-2009-2015,2011,148000,1598,Gasoline,Świebodzice,Dolnośląskie,36950
opel,astra,gen-j-2009-2015,2013,128000,1400,Gasoline,Sosnowiec,Śląskie,32900
opel,astra,gen-j-2009-2015,2015,102000,1598,Gasoline,Miedary,Śląskie,36990
opel,astra,gen-j-2009-2015,2015,115000,1598,Gasoline,Gacki Osiedle Robotnicze,Świętokrzyskie,38500
opel,astra,gen-j-2009-2015,2011,170000,1598,Gasoline,Pionki,Mazowieckie,26900
opel,astra,gen-j-2009-2015,2017,133000,1598,Gasoline,Rogoźnik,Śląskie,39900
opel,astra,gen-j-2009-2015,2014,133000,1364,Gasoline,Czerwionka-Leszczyny,Śląskie,37950
opel,astra,gen-j-2009-2015,2011,158700,1364,Gasoline,Łęg Tarnowski,Małopolskie,29900
opel,astra,gen-j-2009-2015,2013,175661,1364,Gasoline,Jonkowo,Warmińsko-mazurskie,28700
opel,astra,gen-j-2009-2015,2010,85000,1598,Gasoline,Brzesko,Małopolskie,27900
opel,astra,gen-j-2009-2015,2012,121438,1598,Gasoline,Nieciszów,Dolnośląskie,40800
opel,astra,gen-j-2009-2015,2012,239200,1686,Diesel,Gdynia,Pomorskie,23900
opel,astra,gen-j-2009-2015,2011,168000,1598,Gasoline,Rybnik,Śląskie,26450
opel,astra,gen-j-2009-2015,2013,218000,1686,Diesel,Kunice,Dolnośląskie,25900
opel,astra,gen-j-2009-2015,2010,174000,1364,Gasoline,Jastrzębie-Zdrój,Śląskie,22900
opel,astra,gen-j-2009-2015,2010,85000,1398,Gasoline,Poręba,Śląskie,23999
opel,astra,gen-j-2009-2015,2012,144000,1598,Gasoline,Żywocice,Opolskie,33400
opel,astra,gen-j-2009-2015,2012,249250,1956,Diesel,Poznań,Wielkopolskie,29500
opel,astra,gen-j-2009-2015,2017,79000,1364,LPG,Gdańsk,Pomorskie,47500
opel,astra,gen-j-2009-2015,2012,192000,1364,Gasoline,Przysietnica,Podkarpackie,29500
opel,astra,gen-j-2009-2015,2011,130000,1398,Gasoline,Zduńska Wola,Łódzkie,23900
opel,astra,gen-j-2009-2015,2012,302000,1686,Diesel,Grodków,Opolskie,25500
opel,astra,gen-j-2009-2015,2012,81000,1398,Gasoline,Oborniki,Wielkopolskie,30900
opel,astra,gen-j-2009-2015,2011,135738,1364,Gasoline,Ostrów Mazowiecka,Mazowieckie,27900
opel,astra,gen-j-2009-2015,2013,120580,1364,Gasoline,Aleksandrów Łódzki,Łódzkie,35000
opel,astra,gen-j-2009-2015,2010,161000,1598,Gasoline,Ostrówek,Łódzkie,32900
opel,astra,gen-j-2009-2015,2015,63000,1598,Gasoline,Siedlce,Mazowieckie,51900
opel,astra,gen-j-2009-2015,2015,150000,1400,Gasoline,Nowe Miasto nad Pilicą,Mazowieckie,35900
opel,astra,gen-j-2009-2015,2013,225000,1956,Diesel,Wolbrom,Małopolskie,29900
opel,astra,gen-j-2009-2015,2012,250144,1686,Diesel,Sierakowice,Pomorskie,28800
opel,astra,gen-j-2009-2015,2010,132000,1598,Gasoline,Zieleniewo,Zachodniopomorskie,25900
opel,astra,gen-j-2009-2015,2015,157453,1364,Gasoline,Kraków,Małopolskie,36999
opel,astra,gen-j-2009-2015,2012,99343,1364,Gasoline,Kraków,Małopolskie,32900
opel,astra,gen-j-2009-2015,2011,117690,1364,Gasoline,Lisewo Parcele,Wielkopolskie,27700
opel,astra,gen-j-2009-2015,2012,153282,1364,Gasoline,Gołdap,Warmińsko-mazurskie,27900
opel,astra,gen-j-2009-2015,2011,179112,1364,Gasoline,Ograszka,Kujawsko-pomorskie,27500
opel,astra,gen-j-2009-2015,2013,170000,1362,LPG,Siemianowice Śląskie,Śląskie,25999
opel,astra,gen-j-2009-2015,2011,198000,1598,LPG,Nowy Targ,Małopolskie,27000
opel,astra,gen-j-2009-2015,2012,120000,1364,Gasoline,Radzionków,Śląskie,29900
opel,astra,gen-j-2009-2015,2011,237000,1686,Diesel,Warszawa,Mazowieckie,14900
opel,astra,gen-j-2009-2015,2014,156000,1364,Gasoline,Będzin,Śląskie,33900
opel,astra,gen-j-2009-2015,2011,105000,1598,Gasoline,Dzierżoniów,Dolnośląskie,31990
opel,astra,gen-j-2009-2015,2010,172000,1598,Gasoline,Świdnica,Dolnośląskie,26800
opel,astra,gen-j-2009-2015,2013,175800,1686,Diesel,Lipnik,Zachodniopomorskie,25900
opel,astra,gen-j-2009-2015,2011,111000,1598,Gasoline,Lębork,Pomorskie,28900
opel,astra,gen-j-2009-2015,2010,233000,1598,Gasoline,Toruń,Kujawsko-pomorskie,21999
opel,astra,gen-j-2009-2015,2012,77202,1398,Gasoline,Gniezno,Wielkopolskie,32900
opel,astra,gen-j-2009-2015,2013,214255,1598,LPG,Białowieża,Podlaskie,25900
opel,astra,gen-j-2009-2015,2011,195753,1956,Diesel,Krotoszyn,Wielkopolskie,25000
opel,astra,gen-j-2009-2015,2011,175000,1400,Gasoline,Płońsk,Mazowieckie,22700
opel,astra,gen-j-2009-2015,2011,127000,1364,Gasoline,Staszów,Świętokrzyskie,27000
opel,astra,gen-j-2009-2015,2014,154500,1686,Diesel,Sońsk,Mazowieckie,28900
opel,astra,gen-j-2009-2015,2011,149900,1364,Gasoline,Cianowice,Małopolskie,28900
opel,astra,gen-j-2009-2015,2011,214400,1956,Diesel,Jędrzejewo,Wielkopolskie,23500
opel,astra,gen-j-2009-2015,2014,170000,1686,Diesel,Jędrzejewo,Wielkopolskie,29900
opel,astra,gen-j-2009-2015,2011,191000,1598,Gasoline,Wieliczka,Małopolskie,24800
opel,astra,gen-j-2009-2015,2012,121000,1364,Gasoline,Kleszczów,Śląskie,29999
opel,astra,gen-j-2009-2015,2010,185000,1686,Diesel,Przywitowo,Kujawsko-pomorskie,21900
opel,astra,gen-j-2009-2015,2011,117000,1364,Gasoline,Bieruń,Śląskie,31900
opel,astra,gen-j-2009-2015,2010,227000,1686,Diesel,Wrocław,Dolnośląskie,19995
opel,astra,gen-j-2009-2015,2011,152584,1364,Gasoline,Chojnice,Pomorskie,26900
opel,astra,gen-j-2009-2015,2010,125000,1364,Gasoline,Poręba,Śląskie,25500
opel,astra,gen-j-2009-2015,2010,196000,1364,Gasoline,Olsztyn,Warmińsko-mazurskie,27990
opel,astra,gen-j-2009-2015,2015,50000,1598,Gasoline,Poręba,Śląskie,49999
opel,astra,gen-j-2009-2015,2010,212000,1398,LPG,Poręba,Śląskie,23333
opel,astra,gen-j-2009-2015,2010,194000,1686,Diesel,Swarzędz,Wielkopolskie,18999
opel,astra,gen-j-2009-2015,2013,127000,1998,Gasoline,Toruń,Kujawsko-pomorskie,59000
opel,astra,gen-j-2009-2015,2015,219876,1598,Diesel,Paczków,Opolskie,26800
opel,astra,gen-j-2009-2015,2012,333132,1598,LPG,Lublin,Lubelskie,19500
opel,astra,gen-j-2009-2015,2012,80000,1364,Gasoline,Świebodzin,Lubuskie,30999
opel,astra,gen-j-2009-2015,2012,180000,1686,Diesel,Goleniów,Zachodniopomorskie,23900
opel,astra,gen-j-2009-2015,2010,124230,1686,Diesel,Suwałki,Podlaskie,25600
opel,astra,gen-j-2009-2015,2012,193052,1686,Diesel,Czeladź,Śląskie,29900
opel,astra,gen-j-2009-2015,2010,231000,1364,Gasoline,Włocławek,Kujawsko-pomorskie,23900
opel,astra,gen-j-2009-2015,2010,178000,1398,Gasoline,Grudziądz,Kujawsko-pomorskie,22900
opel,astra,gen-j-2009-2015,2012,240700,1686,Diesel,Zieleniewo,Zachodniopomorskie,23400
opel,astra,gen-j-2009-2015,2013,84000,1362,Gasoline,Świebodzin,Lubuskie,31999
opel,astra,gen-j-2009-2015,2013,164000,1364,Gasoline,Góra Kalwaria,Mazowieckie,29900
opel,astra,gen-j-2009-2015,2018,64000,1364,Gasoline,Wrocław,Dolnośląskie,48899
opel,astra,gen-j-2009-2015,2015,159000,1364,Gasoline,Tomaszów Mazowiecki,Łódzkie,36000
opel,astra,gen-j-2009-2015,2011,155500,1598,Gasoline,Chodzież,Wielkopolskie,24900
opel,astra,gen-j-2009-2015,2011,52000,1364,Gasoline,Płock,Mazowieckie,27900
opel,astra,gen-j-2009-2015,2010,166859,1598,LPG,Kartuzy,Pomorskie,35000
opel,astra,gen-j-2009-2015,2010,151000,1598,Gasoline,Starogard Gdański,Pomorskie,23900
opel,astra,gen-j-2009-2015,2011,200000,1598,Gasoline,Radom,Mazowieckie,30900
opel,astra,gen-j-2009-2015,2011,190000,1956,Diesel,Rudawa,Małopolskie,24900
opel,astra,gen-j-2009-2015,2012,96000,1364,Gasoline,Koprzywnica,Świętokrzyskie,31700
opel,astra,gen-j-2009-2015,2014,136300,1364,Gasoline,Gorzów Wielkopolski,Lubuskie,35000
opel,astra,gen-j-2009-2015,2014,245000,1598,Diesel,Tarnowskie Góry,Śląskie,24900
opel,astra,gen-j-2009-2015,2011,103127,1364,Gasoline,Ostrowiec Świętokrzyski,Świętokrzyskie,27900
opel,astra,gen-j-2009-2015,2013,195000,1364,Gasoline,Łask,Łódzkie,26900
opel,astra,gen-j-2009-2015,2010,173000,1598,LPG,Lubawa,Warmińsko-mazurskie,24500
opel,astra,gen-j-2009-2015,2014,113777,1598,Gasoline,Wieliczka,Małopolskie,38500
opel,astra,gen-j-2009-2015,2018,7000,1598,Gasoline,Nowe Miasto nad Pilicą,Mazowieckie,47900
opel,astra,gen-j-2009-2015,2015,205000,1598,Diesel,Trzyciąż,Małopolskie,24900
opel,astra,gen-j-2009-2015,2015,118000,1598,Diesel,Turek,Wielkopolskie,31500
opel,astra,gen-j-2009-2015,2014,138000,1598,Gasoline,Białystok,Podlaskie,33900
opel,astra,gen-j-2009-2015,2013,209200,1598,Gasoline,Żagań,Lubuskie,32900
opel,astra,gen-j-2009-2015,2011,211432,1686,Diesel,Lębork,Pomorskie,26900
opel,astra,gen-j-2009-2015,2012,129000,1400,Gasoline,Radom,Mazowieckie,29900
opel,astra,gen-j-2009-2015,2013,110800,1686,Diesel,Wągrowiec,Wielkopolskie,29800
opel,astra,gen-j-2009-2015,2014,155000,1364,Gasoline,Łomża,Podlaskie,32999
opel,astra,gen-j-2009-2015,2010,184900,1686,Diesel,Dębowiec,Kujawsko-pomorskie,13900
opel,astra,gen-j-2009-2015,2013,160500,1956,Diesel,Mogilno,Kujawsko-pomorskie,25999
opel,astra,gen-j-2009-2015,2018,41233,1598,Gasoline,Opole,Opolskie,45000
opel,astra,gen-j-2009-2015,2012,141445,1686,Diesel,Nowy Sącz,Małopolskie,24900
opel,astra,gen-j-2009-2015,2015,104743,1364,LPG,Gdańsk,Pomorskie,43500
opel,astra,gen-j-2009-2015,2010,292000,1598,Gasoline,Mszana Dolna,Małopolskie,18900
opel,astra,gen-j-2009-2015,2011,117000,1598,Gasoline,Warszawa,Mazowieckie,35000
opel,astra,gen-j-2009-2015,2015,220000,1598,Diesel,Prudnik,Opolskie,34900
opel,astra,gen-j-2009-2015,2011,186000,1956,Diesel,Kostrzyn,Wielkopolskie,23800
opel,astra,gen-j-2009-2015,2013,193000,1364,Gasoline,Góra Kalwaria,Mazowieckie,29900
